1,12.451,3,heart_step_1_120.pcd,42.327999,heart_step_1_100.pcd,67.128899,303
2,20.754,5,heart_step_2_0.pcd,24.042999,heart_step_1_120.pcd,77.475800,634
3,20.29,5,heart_step_3_180.pcd,22.896999,heart_step_3_0.pcd,28.454300,884
4,11.893,3,heart_step_4_340.pcd,15.614500,heart_step_4_320.pcd,22.596901,1024
5,12.562,3,heart_step_5_0.pcd,25.246401,heart_step_4_220.pcd,48.622700,1242
6,9.935,2,heart_step_6_160.pcd,23.399599,heart_step_5_0.pcd,35.998299,1478
7,13.241,3,heart_step_7_0.pcd,17.860500,heart_step_6_160.pcd,44.725399,1654
8,13.59,3,heart_step_8_220.pcd,-3.850100,heart_step_8_0.pcd,-2.475600,1860
9,9.272,2,heart_step_9_340.pcd,4.450900,heart_step_9_20.pcd,16.957701,2018
10,10.325,2,heart_step_10_160.pcd,15.209500,heart_step_10_0.pcd,16.511101,2327
11,9.089,2,heart_step_11_340.pcd,-4.087000,heart_step_11_180.pcd,-3.848700,2512
12,9.375,2,heart_step_12_180.pcd,7.377900,heart_step_12_160.pcd,9.436400,2609
1,14.305,3,heart_step_1_120.pcd,40.337898,heart_step_1_100.pcd,63.545799,326
2,28.799,6,heart_step_2_100.pcd,59.367100,heart_step_2_0.pcd,95.215500,534
3,19.533,4,heart_step_3_260.pcd,33.571701,heart_step_2_160.pcd,54.945202,699
4,13.782,3,heart_step_4_260.pcd,40.048698,heart_step_4_20.pcd,42.340599,734
5,9.714,2,heart_step_5_100.pcd,38.115501,heart_step_4_160.pcd,49.143501,800
6,13.8,3,heart_step_6_280.pcd,38.030499,heart_step_6_260.pcd,47.542801,1005
7,13.364,3,heart_step_7_300.pcd,42.925999,heart_step_7_280.pcd,46.252998,1015
8,34.706,8,heart_step_8_220.pcd,12.495000,heart_step_8_20.pcd,14.379900,1565
9,50.391,11,heart_step_9_160.pcd,3.437600,heart_step_9_0.pcd,4.437000,1957
10,14.229,3,heart_step_10_20.pcd,-11.057700,heart_step_10_160.pcd,-6.824200,2268
11,14.291,3,heart_step_11_20.pcd,19.063801,heart_step_11_160.pcd,19.261700,2529
12,5.084,1,heart_step_12_340.pcd,18.360201,heart_step_12_180.pcd,20.366600,1576
1,5.511,1,heart_step_1_120.pcd,43.472900,heart_step_1_100.pcd,75.198097,319
2,10.542,3,heart_step_2_160.pcd,52.937698,heart_step_2_140.pcd,59.484699,586
3,22.606,6,heart_step_3_320.pcd,34.778000,heart_step_2_160.pcd,41.596298,780
4,11.017,3,heart_step_4_320.pcd,21.702200,heart_step_4_140.pcd,28.014500,868
5,15.239,4,heart_step_5_20.pcd,19.797300,heart_step_5_140.pcd,20.817200,1026
6,19.029,5,heart_step_6_320.pcd,9.069800,heart_step_6_160.pcd,16.447001,1284
7,10.872,3,heart_step_7_20.pcd,39.019699,heart_step_7_0.pcd,47.616798,1427
8,42.304,10,heart_step_8_20.pcd,1.980300,heart_step_7_20.pcd,8.354700,1690
9,15.926,3,heart_step_9_340.pcd,-7.251300,heart_step_9_220.pcd,4.233800,1837
10,10.207,2,heart_step_10_160.pcd,40.724098,heart_step_10_0.pcd,47.423000,2116
11,10.093,2,heart_step_11_340.pcd,8.921500,heart_step_11_180.pcd,14.810900,2260
12,10.221,2,heart_step_12_340.pcd,-1.001100,heart_step_12_20.pcd,5.331700,2300
