1,3.765,1,duck_step_1_240.pcd,10.611700,duck_step_1_0.pcd,11.443300,641
1,11.321,3,duck_step_1_200.pcd,10.915900,duck_step_1_0.pcd,11.891800,645
2,13.818,4,duck_step_2_0.pcd,18.745199,duck_step_1_20.pcd,62.644600,958
3,14.884,4,duck_step_3_340.pcd,24.820101,duck_step_3_20.pcd,29.117399,996
4,23.703,6,duck_step_4_20.pcd,32.378300,duck_step_4_0.pcd,34.703800,1160
5,7.011,2,duck_step_5_40.pcd,30.768600,duck_step_5_340.pcd,32.878700,1568
6,7.474,2,duck_step_6_200.pcd,34.724701,duck_step_6_180.pcd,44.625301,1611
1,14.167,4,duck_step_1_240.pcd,27.118500,duck_step_1_160.pcd,29.934601,643
2,15.591,4,duck_step_2_0.pcd,37.979099,duck_step_1_20.pcd,69.096703,953
3,14.797,4,duck_step_3_20.pcd,39.007702,duck_step_3_0.pcd,45.170700,982
4,10.122,3,duck_step_4_320.pcd,23.611601,duck_step_3_20.pcd,29.210100,1139
5,6.973,2,duck_step_5_40.pcd,18.092699,duck_step_5_20.pcd,20.181299,1545
6,7.695,2,duck_step_6_200.pcd,34.905602,duck_step_6_180.pcd,39.416000,1657
1,10.47,3,duck_step_1_320.pcd,13.295000,duck_step_1_100.pcd,14.597800,541
2,13.718,4,duck_step_2_60.pcd,24.955200,duck_step_2_40.pcd,31.881100,912
3,10.486,3,duck_step_3_60.pcd,34.450802,duck_step_3_100.pcd,34.902802,937
4,7.223,2,duck_step_4_100.pcd,13.467800,duck_step_3_80.pcd,29.061300,1110
5,10.189,3,duck_step_5_80.pcd,40.244598,duck_step_5_100.pcd,43.850201,1113
6,6.942,2,duck_step_6_80.pcd,35.246101,duck_step_6_120.pcd,62.185902,1050
